V17,V12,V14,V10,V16,V11
2.162697022673594,2.539219367602582,2.285178940434126,1.6043032684895058,2.1079202030967723,0.9783849828500216
0.0,0.01152797713008491,0.9014626928492318,0.8772253833374268,0.0,2.2801635979018346
2.1607258272831067,2.5758462316488004,2.262110964237153,1.5590640222830112,2.1731067540287645,1.1203347541527549
1.2730965429464893,0.9965133648271955,0.7996495832468868,1.1557457425253992,1.0651016804066604,2.2175835911984794
0.8108512238771206,0.0,0.0,0.8276962086113511,0.3026518436128216,3.1415926535897927
1.2696469510131358,1.0287625160392047,1.1486885948136445,1.1318261410828847,0.7160543069213237,2.3164142115409736
1.0550823327585483,0.4630160940982124,0.5716268656558701,0.7474225461616086,0.7469846601696672,2.788053774256507
2.1856614489727764,2.6717181427179857,2.1605394041237815,1.5568540591062572,1.7748368829009034,0.6664389128500634
2.2490353807769563,2.6728855328071086,2.51030306415746,1.5723888002604989,2.104261774217936,0.8247968566420911
1.821483100580171,1.9739107169450103,1.64688441582156,1.3173330500962974,1.6042210633697191,1.1588748802322604
2.265889101365626,2.391836368850866,2.2628356127040736,1.7147364284102444,1.9815381145551545,0.9545358949295355
2.254357608331273,2.53834382503574,2.2489465170880956,1.5275395475557845,1.9575920346209532,0.8333825282934662
2.3725307719910114,2.560232389206787,2.245444049497979,1.5571790536910741,1.8679605270894637,0.9713256528255577
1.9675486790153107,2.0365120104742047,1.5392741184838503,1.3891568533408036,1.4272861394114544,1.1607828072658992
1.7926050881095261,2.018855235376227,1.7106534809105733,1.3419676396254085,1.5382030513289005,1.3735166715166354
0.9033988474605186,1.1414156596395262,0.9364873687503943,1.1339711053426755,0.6688273159399825,2.113219982458432
2.3518332203908905,2.465965639510145,2.0131942158499254,1.6143781006188256,2.37648214124771,1.1705132351374576
1.737904416023492,2.1091820435220803,1.7436249861554607,1.373037121933892,1.803605437266298,1.2577055005747548
1.3160686024591215,1.6210670625077341,1.2494147317156088,1.2084598641826791,1.176351176767637,1.720568598935549
2.0988302920217925,1.9324683687811615,1.2087136428235679,1.3900668381782906,1.9594212490603713,1.295100870434077
0.9496233793674556,1.1821283889976733,2.3298655958942294,0.0,1.1289578935645304,1.5795727911496353
